race_id,asset_id,asset_type,fantasy_points
2024_08,alexander_albon,driver,5
2024_08,carlos_sainz,driver,23
2024_08,charles_leclerc,driver,45
2024_08,daniel_ricciardo,driver,0
2024_08,esteban_ocon,driver,-19
2024_08,fernando_alonso,driver,5
2024_08,george_russell,driver,16
2024_08,guanyu_zhou,driver,2
2024_08,kevin_magnussen,driver,-33
2024_08,lance_stroll,driver,2
2024_08,lando_norris,driver,19
2024_08,lewis_hamilton,driver,20
2024_08,logan_sargeant,driver,1
2024_08,max_verstappen,driver,13
2024_08,nico_hulkenberg,driver,-32
2024_08,oscar_piastri,driver,27
2024_08,pierre_gasly,driver,2
2024_08,sergio_perez,driver,-20
2024_08,valtteri_bottas,driver,8
2024_08,yuki_tsunoda,driver,7
2024_08,alpine,constructor,-12
2024_08,aston_martin,constructor,13
2024_08,ferrari,constructor,68
2024_08,haas,constructor,-65
2024_08,kick_sauber,constructor,12
2024_08,mclaren,constructor,56
2024_08,mercedes,constructor,46
2024_08,racing_bulls,constructor,12
2024_08,red_bull,constructor,8
2024_08,williams,constructor,11
