race_id,asset_id,asset_type,price
2023_16,alexander_albon,driver,8.9
2023_16,carlos_sainz,driver,18.6
2023_16,charles_leclerc,driver,22.4
2023_16,esteban_ocon,driver,11.1
2023_16,fernando_alonso,driver,13.4
2023_16,george_russell,driver,19.5
2023_16,kevin_magnussen,driver,7.5
2023_16,lance_stroll,driver,10.6
2023_16,lando_norris,driver,15.4
2023_16,lewis_hamilton,driver,25.3
2023_16,liam_lawson,driver,5.5
2023_16,logan_sargeant,driver,4.5
2023_16,max_verstappen,driver,28.8
2023_16,nico_hulkenberg,driver,4.8
2023_16,oscar_piastri,driver,10
2023_16,pierre_gasly,driver,10
2023_16,sergio_perez,driver,20.7
2023_16,valtteri_bottas,driver,8.9
2023_16,yuki_tsunoda,driver,5.5
2023_16,guanyu_zhou,driver,5.7
2023_16,alfa_romeo,constructor,6.4
2023_16,alphatauri,constructor,6.4
2023_16,alpine,constructor,11.2
2023_16,aston_martin,constructor,11.5
2023_16,ferrari,constructor,23.5
2023_16,haas,constructor,5.9
2023_16,mclaren,constructor,13.3
2023_16,mercedes,constructor,25.6
2023_16,red_bull,constructor,29
2023_16,williams,constructor,6.5
