race_id,asset_id,asset_type,price
2023_18,alexander_albon,driver,9.3
2023_18,carlos_sainz,driver,19.9
2023_18,charles_leclerc,driver,23
2023_18,daniel_ricciardo,driver,4.5
2023_18,esteban_ocon,driver,11.5
2023_18,fernando_alonso,driver,14.4
2023_18,george_russell,driver,19.6
2023_18,kevin_magnussen,driver,8.3
2023_18,lance_stroll,driver,10.5
2023_18,lando_norris,driver,16.7
2023_18,lewis_hamilton,driver,25.6
2023_18,logan_sargeant,driver,4.9
2023_18,max_verstappen,driver,29.1
2023_18,nico_hulkenberg,driver,5.3
2023_18,oscar_piastri,driver,12.5
2023_18,pierre_gasly,driver,11.5
2023_18,sergio_perez,driver,20.3
2023_18,valtteri_bottas,driver,8.7
2023_18,yuki_tsunoda,driver,5.4
2023_18,guanyu_zhou,driver,6.7
2023_18,alfa_romeo,constructor,6.2
2023_18,alphatauri,constructor,6.8
2023_18,alpine,constructor,11.7
2023_18,aston_martin,constructor,11.5
2023_18,ferrari,constructor,24.1
2023_18,haas,constructor,6.9
2023_18,mclaren,constructor,15.3
2023_18,mercedes,constructor,25.8
2023_18,red_bull,constructor,29.2
2023_18,williams,constructor,6.9
