race_id,asset_id,asset_type,price
2023_15,alexander_albon,driver,8.4
2023_15,carlos_sainz,driver,17.6
2023_15,charles_leclerc,driver,22.1
2023_15,esteban_ocon,driver,11.2
2023_15,fernando_alonso,driver,13.4
2023_15,george_russell,driver,19.2
2023_15,kevin_magnussen,driver,7.8
2023_15,lance_stroll,driver,10.1
2023_15,lando_norris,driver,14.9
2023_15,lewis_hamilton,driver,25.2
2023_15,liam_lawson,driver,5
2023_15,logan_sargeant,driver,4.5
2023_15,max_verstappen,driver,28.6
2023_15,nico_hulkenberg,driver,4.8
2023_15,oscar_piastri,driver,9.5
2023_15,pierre_gasly,driver,10
2023_15,sergio_perez,driver,20.4
2023_15,valtteri_bottas,driver,8.4
2023_15,yuki_tsunoda,driver,5.6
2023_15,guanyu_zhou,driver,5.7
2023_15,alfa_romeo,constructor,6.4
2023_15,alphatauri,constructor,6.5
2023_15,alpine,constructor,11.3
2023_15,aston_martin,constructor,11
2023_15,ferrari,constructor,23.2
2023_15,haas,constructor,5.9
2023_15,mclaren,constructor,12.3
2023_15,mercedes,constructor,25.5
2023_15,red_bull,constructor,28.8
2023_15,williams,constructor,6
